,CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,MaritalStatus,AgeGroup,Gender,HourSpendOnApp,OrderCount,OrderAmountHikeFromlastYear,DaySinceLastOrder,PreferedOrderCat,NumberOfStreamerFollowed,SatisfactionScore,Complain,CouponUsed,DiscountAmount
2025,52026,0,9.0,PC,1,13.0,Single,3,Male,3.0,1.0,18.0,1.0,Mobile Phone,3,1,0,1.0,147
2029,52030,0,13.0,Mobile Phone,3,16.0,Married,4,Male,3.0,1.0,12.0,0.0,Fashion,3,4,0,0.0,197
2030,52031,0,3.0,Pad,3,6.0,Single,4,Male,2.0,1.0,12.0,7.0,Laptop & Accessory,2,5,0,0.0,143
2031,52032,0,14.0,PC,1,12.0,Single,3,Male,2.0,2.0,13.0,17.0,Mobile Phone,3,5,1,1.0,147
2035,52036,0,4.0,Mobile Phone,1,18.0,Married,3,Female,2.0,8.0,11.0,5.0,Laptop & Accessory,1,1,1,6.0,159
2036,52037,0,13.0,Pad,1,15.0,Married,3,Male,2.0,1.0,14.0,0.0,Mobile Phone,9,4,1,0.0,136
2037,52038,0,5.0,Mobile Phone,1,9.0,Married,3,Female,3.0,6.0,12.0,3.0,Laptop & Accessory,2,5,0,1.0,167
2038,52039,1,3.0,Mobile Phone,3,9.0,Married,4,Male,2.0,3.0,11.0,7.0,Fashion,2,1,1,3.0,203
2039,52040,0,6.0,Mobile Phone,1,6.0,Single,4,Female,2.0,1.0,14.0,4.0,Laptop & Accessory,1,1,0,1.0,169
2040,52041,1,3.0,Mobile Phone,3,6.0,Married,4,Male,2.0,11.0,11.0,46.0,Fashion,6,3,0,5.0,206
2041,52042,0,18.0,Pad,1,10.0,Married,3,Male,2.0,1.0,12.0,8.0,Laptop & Accessory,2,4,0,1.0,144
2043,52044,0,8.0,PC,3,24.0,Married,3,Female,2.0,1.0,16.0,0.0,Laptop & Accessory,2,3,0,1.0,146
2047,52048,0,3.0,Mobile Phone,3,14.0,Married,3,Male,3.0,7.0,11.0,7.0,Fashion,6,3,0,2.0,173
2048,52049,0,11.0,Pad,3,16.0,Single,3,Female,2.0,1.0,13.0,3.0,Laptop & Accessory,2,1,1,1.0,157
2049,52050,0,8.0,Mobile Phone,3,9.0,Married,3,Male,3.0,1.0,13.0,8.0,Fashion,7,1,0,0.0,178
2050,52051,0,12.0,Mobile Phone,3,8.0,Single,1,Male,2.0,1.0,18.0,7.0,Fashion,1,3,0,0.0,179
2052,52053,0,23.0,Pad,1,22.0,Married,1,Male,3.0,2.0,19.0,7.0,Laptop & Accessory,2,3,1,1.0,151
2053,52054,0,9.0,Pad,3,14.0,Married,3,Male,2.0,1.0,13.0,7.0,Laptop & Accessory,5,1,0,1.0,151
2057,52058,0,6.0,PC,1,19.0,Single,3,Female,2.0,1.0,18.0,2.0,Household,4,1,0,1.0,135
2060,52061,0,6.0,Pad,1,6.0,Married,1,Female,2.0,1.0,13.0,2.0,Laptop & Accessory,2,4,1,1.0,155
2063,52064,0,18.0,Pad,1,29.0,Married,3,Male,2.0,1.0,15.0,8.0,Laptop & Accessory,2,5,1,1.0,136
2064,52065,0,23.0,PC,3,10.0,Single,3,Female,2.0,1.0,17.0,7.0,Laptop & Accessory,2,1,1,1.0,142
2068,52069,0,19.0,Mobile Phone,1,13.0,Married,3,Male,3.0,1.0,13.0,7.0,Fashion,7,3,0,1.0,208
2069,52070,0,3.0,PC,1,23.0,Married,4,Female,2.0,3.0,15.0,2.0,Laptop & Accessory,2,3,0,0.0,144
2070,52071,1,3.0,PC,1,20.0,Married,4,Male,2.0,1.0,24.0,2.0,Mobile Phone,2,4,1,1.0,137
2071,52072,0,4.0,Pad,1,6.0,Married,3,Female,3.0,1.0,12.0,3.0,Laptop & Accessory,2,5,0,1.0,141
2072,52073,0,3.0,Pad,1,11.0,Single,3,Male,3.0,1.0,15.0,0.0,Mobile Phone,2,1,0,0.0,111
2073,52074,0,27.0,Mobile Phone,1,23.0,Married,3,Female,2.0,1.0,11.0,8.0,Fashion,9,3,0,0.0,207
2074,52075,0,8.0,Mobile Phone,1,31.0,Married,3,Female,2.0,10.0,11.0,1.0,Fashion,2,3,1,0.0,204
2078,52079,0,3.0,Mobile Phone,1,8.0,Married,1,Male,2.0,1.0,12.0,3.0,Laptop & Accessory,2,1,0,1.0,155
2080,52081,0,21.0,PC,1,12.0,Single,4,Male,3.0,2.0,13.0,2.0,Laptop & Accessory,3,3,0,0.0,142
2082,52083,0,14.0,Mobile Phone,1,13.0,Single,3,Female,2.0,2.0,14.0,1.0,Laptop & Accessory,7,3,0,2.0,150
2084,52085,0,3.0,PC,1,8.0,Married,3,Female,2.0,2.0,18.0,2.0,Laptop & Accessory,1,1,0,2.0,142
2085,52086,0,8.0,PC,1,16.0,Married,3,Male,2.0,1.0,20.0,2.0,Mobile Phone,2,1,0,0.0,139
2089,52090,1,3.0,PC,1,17.0,Married,5,Female,3.0,1.0,15.0,0.0,Laptop & Accessory,6,4,0,1.0,148
2090,52091,0,28.0,Pad,1,24.0,Married,3,Male,3.0,6.0,14.0,7.0,Laptop & Accessory,4,4,1,2.0,164
2092,52093,0,11.0,Mobile Phone,3,9.0,Single,3,Male,2.0,1.0,12.0,0.0,Laptop & Accessory,9,1,1,1.0,169
2093,52094,1,3.0,Pad,3,35.0,Single,5,Male,3.0,2.0,18.0,2.0,Laptop & Accessory,9,5,0,1.0,150
2096,52097,0,23.0,Pad,3,6.0,Married,3,Female,3.0,1.0,12.0,13.0,Laptop & Accessory,1,3,0,0.0,163
2098,52099,0,12.0,Pad,1,28.0,Single,3,Female,2.0,2.0,13.0,8.0,Fashion,2,5,1,1.0,209
2101,52102,0,5.0,Pad,1,35.0,Single,3,Female,3.0,7.0,12.0,7.0,Mobile Phone,10,3,0,6.0,140
2102,52103,0,7.0,Mobile Phone,3,6.0,Married,1,Male,3.0,1.0,11.0,9.0,Laptop & Accessory,1,1,0,0.0,197
2105,52106,0,26.0,Pad,3,8.0,Married,4,Female,2.0,6.0,12.0,12.0,Fashion,3,4,0,5.0,175
2106,52107,1,3.0,PC,1,21.0,Married,3,Male,2.0,1.0,14.0,0.0,Laptop & Accessory,8,3,0,0.0,148
2109,52110,0,1.0,Mobile Phone,3,16.0,Married,3,Male,3.0,1.0,22.0,0.0,Mobile Phone,2,4,0,0.0,111
2112,52113,0,13.0,PC,1,9.0,Single,3,Female,2.0,1.0,15.0,1.0,Laptop & Accessory,4,4,0,1.0,141
2113,52114,0,13.0,Mobile Phone,3,32.0,Married,3,Male,3.0,7.0,14.0,5.0,Laptop & Accessory,2,5,0,3.0,184
2116,52117,0,27.0,Mobile Phone,3,8.0,Married,4,Female,2.0,7.0,11.0,0.0,Fashion,7,3,0,6.0,207
2118,52119,0,9.0,Mobile Phone,1,18.0,Single,4,Female,2.0,7.0,11.0,8.0,Fashion,1,1,0,5.0,189
2120,52121,0,16.0,Mobile Phone,3,31.0,Married,4,Male,3.0,1.0,13.0,0.0,Fashion,6,1,0,1.0,208
2123,52124,0,19.0,PC,1,14.0,Married,4,Female,3.0,1.0,23.0,7.0,Laptop & Accessory,9,5,1,1.0,146
2125,52126,1,3.0,Pad,1,30.0,Single,4,Male,3.0,1.0,12.0,9.0,Fashion,2,5,0,1.0,187
2126,52127,0,3.0,PC,1,6.0,Married,4,Male,2.0,1.0,16.0,3.0,Mobile Phone,2,5,0,1.0,140
2127,52128,0,3.0,Mobile Phone,1,26.0,Married,3,Male,2.0,1.0,15.0,2.0,Laptop & Accessory,1,5,0,0.0,200
2128,52129,0,14.0,PC,1,13.0,Married,1,Female,2.0,1.0,13.0,8.0,Household,2,3,0,0.0,134
2129,52130,0,11.0,Mobile Phone,1,23.0,Married,4,Female,3.0,1.0,18.0,9.0,Fashion,1,3,0,1.0,188
2130,52131,0,13.0,Mobile Phone,1,26.0,Married,3,Male,3.0,11.0,20.0,1.0,Fashion,5,1,0,3.0,203
2131,52132,0,3.0,Pad,1,14.0,Married,5,Male,2.0,1.0,19.0,2.0,Mobile Phone,2,3,0,1.0,146
2133,52134,0,1.0,PC,1,16.0,Single,3,Female,2.0,1.0,13.0,7.0,Laptop & Accessory,4,3,0,0.0,137
2134,52135,1,7.0,Mobile Phone,2,6.0,Married,4,Male,3.0,3.0,14.0,6.0,Fashion,10,5,0,2.0,205
2135,52136,0,6.0,Mobile Phone,1,11.0,Married,4,Male,2.0,1.0,15.0,2.0,Fashion,5,1,0,1.0,171
2136,52137,1,3.0,Mobile Phone,3,10.0,Single,3,Male,2.0,4.0,22.0,7.0,Fashion,1,5,1,2.0,196
2137,52138,1,3.0,Pad,1,35.0,Single,4,Female,2.0,3.0,22.0,8.0,Laptop & Accessory,2,3,0,2.0,145
2139,52140,0,7.0,Pad,1,9.0,Single,3,Male,2.0,1.0,17.0,4.0,Laptop & Accessory,1,1,0,1.0,178
2140,52141,0,13.0,Mobile Phone,3,16.0,Married,4,Female,2.0,1.0,14.0,0.0,Laptop & Accessory,3,1,1,1.0,167
2141,52142,1,3.0,PC,1,10.0,Married,3,Male,2.0,5.0,15.0,6.0,Mobile Phone,2,1,1,4.0,137
2143,52144,1,3.0,PC,1,31.0,Single,4,Male,2.0,2.0,20.0,2.0,Household,5,4,1,1.0,123
2146,52147,1,13.0,Pad,3,6.0,Single,3,Male,2.0,1.0,14.0,0.0,Laptop & Accessory,4,3,1,1.0,147
2147,52148,0,6.0,Pad,3,13.0,Married,3,Female,1.0,1.0,17.0,2.0,Laptop & Accessory,1,4,0,0.0,143
2150,52151,0,18.0,Pad,3,15.0,Married,4,Female,3.0,4.0,13.0,12.0,Laptop & Accessory,2,3,0,4.0,156
2151,52152,0,25.0,Mobile Phone,1,5.0,Single,3,Male,2.0,4.0,19.0,0.0,Fashion,8,4,0,2.0,204
2152,52153,0,11.0,Mobile Phone,3,16.0,Married,4,Male,3.0,2.0,14.0,7.0,Fashion,1,3,1,1.0,187
2154,52155,0,1.0,Mobile Phone,1,9.0,Married,3,Female,3.0,1.0,17.0,7.0,Fashion,1,4,0,0.0,177
2156,52157,0,11.0,Mobile Phone,3,8.0,Single,3,Male,2.0,1.0,16.0,0.0,Fashion,8,4,0,1.0,174
2157,52158,0,16.0,Pad,1,33.0,Married,3,Female,2.0,1.0,11.0,1.0,Fashion,9,5,0,1.0,208
2161,52162,0,12.0,Pad,1,15.0,Single,3,Male,3.0,1.0,15.0,3.0,Laptop & Accessory,10,4,0,1.0,168
2162,52163,0,9.0,Pad,1,24.0,Single,3,Male,3.0,1.0,20.0,9.0,Laptop & Accessory,3,1,0,0.0,178
2164,52165,0,1.0,PC,1,8.0,Married,4,Male,3.0,1.0,17.0,4.0,Household,1,4,0,0.0,132
2165,52166,0,8.0,Pad,3,17.0,Married,3,Male,2.0,1.0,11.0,2.0,Laptop & Accessory,2,1,0,1.0,150
2167,52168,0,7.0,Pad,1,8.0,Single,3,Male,3.0,1.0,11.0,2.0,Laptop & Accessory,3,3,0,1.0,140
2168,52169,0,2.0,Pad,1,16.0,Married,3,Female,3.0,1.0,14.0,1.0,Household,1,4,0,0.0,133
2169,52170,0,15.0,PC,1,35.0,Single,5,Male,2.0,1.0,19.0,0.0,Laptop & Accessory,5,1,0,1.0,143
2170,52171,0,2.0,Mobile Phone,1,14.0,Married,4,Male,3.0,1.0,15.0,2.0,Laptop & Accessory,2,1,1,1.0,151
2174,52175,1,3.0,Mobile Phone,3,15.0,Single,3,Female,3.0,1.0,17.0,3.0,Laptop & Accessory,4,5,1,0.0,182
2175,52176,0,14.0,PC,1,18.0,Married,3,Male,2.0,1.0,11.0,0.0,Mobile Phone,4,1,1,1.0,148
2177,52178,0,13.0,Mobile Phone,1,31.0,Married,4,Female,2.0,1.0,13.0,3.0,Laptop & Accessory,8,1,0,1.0,157
2179,52180,0,7.0,Mobile Phone,3,15.0,Married,3,Female,3.0,1.0,20.0,3.0,Laptop & Accessory,2,3,0,0.0,157
2180,52181,0,8.0,PC,2,14.0,Single,3,Male,3.0,1.0,17.0,4.0,Mobile Phone,2,3,0,0.0,143
2181,52182,1,3.0,Mobile Phone,3,29.0,Married,4,Female,2.0,3.0,13.0,10.0,Fashion,2,5,0,1.0,173
2184,52185,0,15.0,Mobile Phone,3,10.0,Single,3,Male,2.0,1.0,13.0,5.0,Laptop & Accessory,8,5,0,1.0,152
2186,52187,0,3.0,PC,1,30.0,Single,3,Male,2.0,1.0,22.0,2.0,Mobile Phone,9,4,0,0.0,136
2188,52189,0,3.0,PC,1,9.0,Married,1,Male,2.0,1.0,22.0,7.0,Mobile Phone,2,1,0,1.0,144
2189,52190,0,3.0,Mobile Phone,3,16.0,Married,4,Male,3.0,1.0,18.0,4.0,Laptop & Accessory,2,3,0,0.0,166
2190,52191,0,13.0,Pad,1,32.0,Married,4,Female,3.0,1.0,13.0,0.0,Laptop & Accessory,4,1,1,0.0,144
2191,52192,0,8.0,Mobile Phone,1,8.0,Married,4,Male,2.0,6.0,18.0,4.0,Fashion,3,4,0,2.0,203
2192,52193,0,7.0,Pad,1,7.0,Single,4,Male,3.0,4.0,20.0,9.0,Laptop & Accessory,1,5,0,0.0,153
2194,52195,1,6.0,Mobile Phone,3,15.0,Single,5,Female,2.0,1.0,13.0,3.0,Laptop & Accessory,9,3,0,0.0,153
2199,52200,0,18.0,PC,1,13.0,Married,3,Female,2.0,1.0,19.0,2.0,Mobile Phone,5,3,1,0.0,145
2200,52201,0,13.0,Mobile Phone,1,7.0,Married,4,Female,2.0,3.0,13.0,11.0,Laptop & Accessory,2,1,0,0.0,165
2208,52209,0,6.0,PC,2,8.0,Married,3,Male,3.0,1.0,13.0,4.0,Mobile Phone,2,3,0,1.0,136
2210,52211,0,3.0,PC,3,35.0,Married,3,Male,3.0,1.0,19.0,3.0,Laptop & Accessory,9,5,0,1.0,141
2211,52212,0,13.0,Pad,3,8.0,Married,3,Male,3.0,1.0,12.0,0.0,Laptop & Accessory,6,4,0,1.0,143
2213,52214,0,1.0,PC,1,25.0,Married,4,Male,3.0,3.0,12.0,3.0,Household,2,5,0,1.0,132
2215,52216,0,8.0,Mobile Phone,3,23.0,Married,3,Male,3.0,1.0,15.0,7.0,Laptop & Accessory,4,5,1,0.0,190
2217,52218,0,6.0,Pad,3,31.0,Married,3,Female,2.0,1.0,12.0,1.0,Laptop & Accessory,2,3,0,0.0,145
2219,52220,0,3.0,PC,1,13.0,Married,3,Male,2.0,8.0,13.0,9.0,Laptop & Accessory,2,3,0,4.0,135
2220,52221,0,17.0,PC,1,35.0,Single,3,Male,2.0,13.0,25.0,17.0,Laptop & Accessory,2,1,0,6.0,145
2222,52223,0,19.0,Mobile Phone,1,8.0,Married,3,Male,2.0,1.0,11.0,4.0,Laptop & Accessory,3,1,0,0.0,174
2223,52224,0,15.0,Pad,2,8.0,Married,1,Male,3.0,1.0,16.0,3.0,Laptop & Accessory,8,5,0,1.0,163
2224,52225,0,33.0,Mobile Phone,3,13.0,Married,1,Male,2.0,1.0,18.0,9.0,Laptop & Accessory,1,1,1,0.0,152
2225,52226,0,5.0,Pad,1,19.0,Married,4,Female,3.0,2.0,20.0,2.0,Household,2,4,0,2.0,134
2226,52227,0,5.0,Pad,1,8.0,Single,3,Female,2.0,1.0,14.0,7.0,Laptop & Accessory,5,3,1,1.0,150
2227,52228,0,9.0,Mobile Phone,1,7.0,Married,5,Female,3.0,7.0,21.0,7.0,Fashion,3,5,1,7.0,203
2229,52230,0,13.0,Mobile Phone,3,16.0,Married,4,Female,2.0,1.0,12.0,3.0,Laptop & Accessory,8,4,0,1.0,169
2230,52231,0,3.0,PC,3,16.0,Single,3,Male,2.0,1.0,14.0,1.0,Laptop & Accessory,1,1,0,1.0,150
2231,52232,0,3.0,PC,1,7.0,Married,3,Male,3.0,5.0,21.0,7.0,Mobile Phone,1,4,1,3.0,136
2233,52234,0,8.0,Pad,3,14.0,Married,4,Female,3.0,4.0,11.0,12.0,Fashion,5,1,1,3.0,204
2235,52236,0,27.0,Pad,1,7.0,Married,3,Female,2.0,1.0,17.0,4.0,Fashion,8,3,0,0.0,205
2238,52239,0,2.0,PC,1,7.0,Married,3,Female,3.0,1.0,15.0,2.0,Mobile Phone,2,1,0,1.0,138
2240,52241,0,4.0,Mobile Phone,1,17.0,Married,3,Male,3.0,1.0,12.0,1.0,Laptop & Accessory,2,5,1,1.0,168
2241,52242,0,4.0,Mobile Phone,1,30.0,Single,4,Female,3.0,1.0,19.0,8.0,Laptop & Accessory,2,5,0,1.0,168
2242,52243,0,33.0,Mobile Phone,3,9.0,Single,4,Female,2.0,1.0,17.0,5.0,Laptop & Accessory,6,1,0,0.0,152
2245,52246,0,9.0,Pad,1,9.0,Married,3,Male,2.0,1.0,12.0,7.0,Mobile Phone,2,4,0,0.0,137
2248,52249,0,2.0,Mobile Phone,1,13.0,Married,3,Male,2.0,1.0,11.0,0.0,Laptop & Accessory,2,1,1,1.0,166
2253,52254,0,6.0,Mobile Phone,3,16.0,Married,1,Male,2.0,1.0,14.0,8.0,Fashion,1,3,1,0.0,184
2256,52257,1,3.0,Pad,3,30.0,Single,5,Male,3.0,1.0,14.0,0.0,Mobile Phone,2,1,1,1.0,111
2262,52263,0,7.0,PC,3,8.0,Single,3,Female,2.0,1.0,12.0,2.0,Laptop & Accessory,1,5,1,1.0,145
2264,52265,0,33.0,Mobile Phone,1,24.0,Single,3,Male,3.0,5.0,12.0,4.0,Fashion,7,1,0,3.0,205
2265,52266,0,7.0,Pad,1,25.0,Married,3,Female,2.0,5.0,13.0,10.0,Laptop & Accessory,5,4,0,0.0,144
2267,52268,0,17.0,Mobile Phone,1,10.0,Married,1,Male,3.0,14.0,14.0,13.0,Others,2,5,0,2.0,292
2268,52269,0,7.0,Pad,2,17.0,Married,4,Male,2.0,1.0,11.0,8.0,Laptop & Accessory,5,4,0,0.0,145
2269,52270,0,8.0,PC,1,12.0,Married,3,Male,3.0,2.0,14.0,2.0,Household,1,3,1,1.0,135
2271,52272,0,16.0,Mobile Phone,3,10.0,Single,4,Female,2.0,15.0,14.0,17.0,Fashion,4,1,0,10.0,202
2272,52273,0,9.0,Mobile Phone,1,8.0,Single,3,Female,2.0,5.0,11.0,12.0,Laptop & Accessory,10,4,1,4.0,154
2273,52274,1,7.0,Mobile Phone,1,21.0,Married,3,Female,3.0,1.0,11.0,5.0,Fashion,2,1,0,0.0,180
2274,52275,0,1.0,Pad,1,8.0,Married,4,Male,2.0,2.0,12.0,2.0,Mobile Phone,2,1,1,0.0,139
2276,52277,0,3.0,Pad,1,15.0,Single,3,Female,3.0,1.0,18.0,7.0,Laptop & Accessory,8,3,1,0.0,147
2277,52278,1,3.0,PC,1,13.0,Married,3,Female,2.0,7.0,13.0,7.0,Household,4,3,1,4.0,133
2280,52281,0,5.0,Mobile Phone,3,14.0,Married,1,Male,2.0,1.0,15.0,8.0,Laptop & Accessory,2,1,0,0.0,162
2284,52285,1,3.0,PC,1,13.0,Married,3,Male,3.0,1.0,18.0,1.0,Laptop & Accessory,2,3,0,0.0,149
2285,52286,1,2.0,PC,1,29.0,Single,3,Male,3.0,1.0,13.0,3.0,Mobile Phone,1,5,0,0.0,139
2286,52287,0,3.0,PC,1,12.0,Married,4,Female,2.0,6.0,12.0,7.0,Laptop & Accessory,1,1,0,5.0,146
2287,52288,0,9.0,Mobile Phone,1,16.0,Married,3,Female,3.0,1.0,12.0,7.0,Fashion,4,3,0,1.0,171
2288,52289,0,19.0,PC,2,7.0,Single,3,Female,2.0,5.0,12.0,7.0,Household,7,5,0,2.0,134
2289,52290,0,1.0,Pad,1,7.0,Married,5,Female,2.0,7.0,11.0,5.0,Laptop & Accessory,1,1,0,7.0,167
2291,52292,1,3.0,Mobile Phone,3,31.0,Single,4,Male,2.0,1.0,12.0,0.0,Fashion,3,4,1,1.0,191
2292,52293,1,15.0,Mobile Phone,3,11.0,Single,3,Male,3.0,7.0,19.0,7.0,Fashion,10,4,1,7.0,184
2294,52295,0,12.0,PC,1,24.0,Single,3,Male,2.0,1.0,11.0,7.0,Laptop & Accessory,1,3,0,1.0,145
2295,52296,0,4.0,Pad,3,8.0,Married,3,Female,2.0,9.0,19.0,6.0,Fashion,2,3,1,8.0,199
2296,52297,0,14.0,Pad,3,16.0,Single,5,Male,2.0,11.0,13.0,9.0,Laptop & Accessory,2,4,0,3.0,162
2302,52303,0,13.0,Pad,1,22.0,Married,3,Male,3.0,1.0,16.0,0.0,Household,10,3,0,1.0,135
2303,52304,0,7.0,Mobile Phone,1,15.0,Married,3,Male,2.0,1.0,11.0,6.0,Fashion,1,1,0,0.0,185
2304,52305,0,13.0,PC,1,8.0,Single,3,Male,3.0,8.0,13.0,8.0,Laptop & Accessory,2,1,0,3.0,147
2305,52306,0,14.0,Pad,3,7.0,Married,3,Female,3.0,1.0,17.0,7.0,Laptop & Accessory,1,5,0,0.0,141
2306,52307,0,8.0,Pad,1,10.0,Single,3,Male,2.0,1.0,11.0,1.0,Laptop & Accessory,2,3,1,1.0,142
2308,52309,0,11.0,Mobile Phone,3,8.0,Married,3,Female,2.0,1.0,15.0,7.0,Laptop & Accessory,4,5,0,0.0,169
2309,52310,0,7.0,Mobile Phone,3,21.0,Single,3,Female,3.0,9.0,12.0,6.0,Laptop & Accessory,2,5,0,4.0,161
2310,52311,0,3.0,PC,1,25.0,Married,3,Male,3.0,1.0,11.0,2.0,Mobile Phone,4,1,0,0.0,137
2311,52312,1,23.0,Mobile Phone,1,13.0,Married,4,Female,2.0,5.0,14.0,9.0,Fashion,8,5,1,1.0,200
2313,52314,0,9.0,Pad,3,13.0,Married,1,Female,2.0,6.0,16.0,13.0,Laptop & Accessory,3,5,0,5.0,146
2314,52315,0,21.0,Mobile Phone,1,10.0,Single,3,Male,2.0,1.0,11.0,8.0,Fashion,2,1,0,1.0,179
2316,52317,0,24.0,Mobile Phone,1,17.0,Single,4,Female,2.0,1.0,16.0,3.0,Grocery,4,4,0,0.0,231
2318,52319,0,8.0,Mobile Phone,1,7.0,Married,4,Female,2.0,1.0,12.0,0.0,Laptop & Accessory,1,1,0,0.0,154
2319,52320,0,3.0,Pad,3,8.0,Single,5,Male,2.0,1.0,20.0,0.0,Laptop & Accessory,4,1,0,0.0,151
2323,52324,0,13.0,Mobile Phone,1,8.0,Married,1,Female,2.0,11.0,20.0,8.0,Laptop & Accessory,6,3,0,6.0,164
2324,52325,0,7.0,Mobile Phone,1,35.0,Married,3,Male,2.0,7.0,13.0,7.0,Laptop & Accessory,5,3,0,5.0,154
2326,52327,1,3.0,Pad,3,24.0,Married,3,Female,3.0,3.0,18.0,2.0,Laptop & Accessory,1,3,1,0.0,146
2328,52329,0,7.0,Mobile Phone,1,8.0,Single,3,Female,3.0,4.0,11.0,11.0,Laptop & Accessory,2,1,0,4.0,167
2329,52330,0,1.0,PC,3,32.0,Married,4,Male,2.0,1.0,11.0,4.0,Laptop & Accessory,2,5,0,1.0,147
2330,52331,1,3.0,Mobile Phone,1,28.0,Married,3,Male,3.0,6.0,15.0,7.0,Laptop & Accessory,2,3,1,5.0,162
2331,52332,0,12.0,Mobile Phone,3,27.0,Married,4,Male,2.0,1.0,12.0,4.0,Laptop & Accessory,4,1,1,0.0,161
2332,52333,0,24.0,Pad,3,8.0,Married,3,Male,2.0,3.0,11.0,2.0,Fashion,3,4,0,3.0,206
2333,52334,0,14.0,Pad,1,28.0,Married,3,Female,3.0,3.0,14.0,3.0,Laptop & Accessory,4,1,1,2.0,155
2335,52336,0,6.0,Pad,3,11.0,Married,3,Male,3.0,1.0,13.0,2.0,Laptop & Accessory,7,1,0,1.0,200
2336,52337,0,5.0,PC,3,8.0,Married,3,Male,2.0,1.0,13.0,2.0,Laptop & Accessory,1,4,1,1.0,141
2338,52339,0,3.0,Mobile Phone,3,24.0,Married,1,Male,3.0,1.0,11.0,2.0,Laptop & Accessory,3,3,0,1.0,162
2340,52341,0,16.0,PC,1,12.0,Single,4,Female,3.0,1.0,14.0,8.0,Laptop & Accessory,2,3,1,0.0,141
2341,52342,0,3.0,Mobile Phone,3,16.0,Married,4,Female,3.0,4.0,11.0,4.0,Laptop & Accessory,2,1,1,1.0,158
2343,52344,0,3.0,PC,1,8.0,Single,4,Male,2.0,1.0,12.0,1.0,Mobile Phone,1,1,0,1.0,139
2346,52347,0,13.0,PC,1,17.0,Single,3,Female,3.0,1.0,18.0,2.0,Mobile Phone,5,3,0,1.0,136
2347,52348,0,8.0,Pad,1,24.0,Single,3,Male,2.0,2.0,11.0,2.0,Fashion,3,1,0,2.0,194
2348,52349,0,3.0,PC,1,7.0,Married,3,Male,2.0,1.0,11.0,2.0,Household,5,1,0,0.0,132
2349,52350,0,3.0,PC,1,13.0,Single,1,Male,3.0,1.0,12.0,7.0,Mobile Phone,1,5,0,0.0,136
2350,52351,0,2.0,Mobile Phone,2,23.0,Single,4,Male,2.0,1.0,13.0,9.0,Fashion,2,5,0,0.0,180
2351,52352,1,12.0,Pad,1,34.0,Single,4,Male,3.0,1.0,20.0,3.0,Laptop & Accessory,4,5,0,0.0,143
2352,52353,1,3.0,Pad,1,20.0,Single,3,Female,2.0,7.0,12.0,7.0,Fashion,1,1,1,4.0,176
2356,52357,0,9.0,Mobile Phone,3,9.0,Single,3,Female,3.0,1.0,16.0,1.0,Laptop & Accessory,4,4,1,0.0,193
2358,52359,0,3.0,PC,3,13.0,Married,3,Female,3.0,1.0,14.0,2.0,Laptop & Accessory,8,5,0,1.0,148
2363,52364,0,9.0,Mobile Phone,1,10.0,Single,4,Male,2.0,1.0,16.0,8.0,Laptop & Accessory,2,1,0,0.0,158
2364,52365,0,9.0,Mobile Phone,3,22.0,Married,4,Female,3.0,1.0,13.0,2.0,Laptop & Accessory,5,5,0,1.0,156
2365,52366,0,23.0,PC,1,7.0,Married,3,Male,3.0,1.0,12.0,2.0,Household,8,1,0,1.0,134
2366,52367,1,3.0,PC,3,15.0,Married,4,Male,3.0,2.0,12.0,2.0,Mobile Phone,4,5,0,2.0,144
2367,52368,0,13.0,Pad,1,11.0,Single,1,Male,2.0,1.0,14.0,3.0,Household,1,3,0,0.0,135
2370,52371,0,3.0,PC,3,10.0,Married,3,Female,2.0,1.0,12.0,3.0,Laptop & Accessory,2,3,1,1.0,142
2371,52372,0,5.0,Mobile Phone,3,13.0,Married,3,Male,3.0,1.0,12.0,3.0,Laptop & Accessory,5,1,0,0.0,192
2372,52373,0,7.0,PC,1,7.0,Married,4,Female,2.0,1.0,17.0,2.0,Household,6,4,0,1.0,133
2374,52375,0,13.0,Pad,1,15.0,Married,3,Male,2.0,1.0,11.0,7.0,Laptop & Accessory,4,3,0,0.0,140
2375,52376,0,4.0,Mobile Phone,3,14.0,Married,3,Male,2.0,9.0,18.0,9.0,Fashion,2,1,0,2.0,208
2376,52377,1,9.0,Mobile Phone,3,15.0,Married,3,Male,2.0,4.0,11.0,3.0,Fashion,5,1,0,4.0,201
2377,52378,1,2.0,Pad,1,8.0,Single,4,Female,2.0,1.0,23.0,0.0,Mobile Phone,3,5,1,0.0,136
2378,52379,1,3.0,Pad,1,7.0,Single,1,Female,3.0,4.0,11.0,7.0,Fashion,2,4,0,1.0,174
2379,52380,0,18.0,Mobile Phone,1,26.0,Married,5,Male,3.0,1.0,18.0,7.0,Fashion,3,5,1,1.0,209
2381,52382,1,3.0,Pad,1,8.0,Married,3,Male,3.0,2.0,13.0,2.0,Mobile Phone,7,1,1,0.0,137
2382,52383,0,18.0,Mobile Phone,1,35.0,Married,3,Male,2.0,1.0,18.0,2.0,Fashion,5,1,1,1.0,194
2383,52384,0,21.0,Mobile Phone,3,13.0,Married,3,Male,3.0,2.0,11.0,2.0,Laptop & Accessory,5,5,0,0.0,155
